NPC ID,ItemLot_Enemy ID,Name,Location #1,Model Mask Flags (Hex),Items Drop 1,Item Chance 1,Item Drop 2,Item Chance 2,Item Drop 3,Item Chance 3,Item Drop 4,Item Chance 4,Item Drop 5,Item Chance 5,Item Drop 6,Item Chance 6,Item Drop 7,Item Chance 7,Item Drop 8,Item Chance 8,Item Drop 9,Item Chance 9,Item Drop 10,Item Chance 10
30200034,302000000,Large Castle Exile [Tier 11],Unused,,Crescent Moon Axe,4.00%,Stormhawk Feather,2.00%,,,,,,,,,,,,,,,,
30200100,302000000,Large Castle Exile,Unused,,Crescent Moon Axe,4.00%,Stormhawk Feather,2.00%,,,,,,,,,,,,,,,,
30200151,302051000,Large Castle Exile,"Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook",80000C00,Crescent Moon Axe,4.00%,Stormhawk Feather,2.00%,,,,,,,,,,,,,,,,
30208000,-1,Large Castle Exile,Unused,,None,,,,,,,,,,,,,,,,,,,
30208040,-1,Large Castle Exile [Tier 10],Caelid - East Aeonia Swamp,,None,,,,,,,,,,,,,,,,,,,
30500000,305000000,Commander Niall,Unused,,None,,,,,,,,,,,,,,,,,,,
30500051,-1,Commander Niall [Boss] - Mountaintops of the Giants (Castle Sol),"Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook",,None,,,,,,,,,,,,,,,,,,,
30500100,305000000,Commander O'Neil,Unused,,None,,,,,,,,,,,,,,,,,,,
30500140,-1,Commander O'Neil [Boss] - Caelid (Aeonia Swamp Middle),Caelid - East Aeonia Swamp,,None,,,,,,,,,,,,,,,,,,,
30509999,305000000,Commander,Unused,,None,,,,,,,,,,,,,,,,,,,
30600000,306000000,Undead Mariner,Unused,,Executioner's Greataxe,4.00%,Human Bone Shard,5.00%,,,,,,,,,,,,,,,,
30600020,306000000,Undead Mariner,Liurnia of the Lakes - Gate Town Northwest,40200000,Executioner's Greataxe,4.00%,Human Bone Shard,5.00%,,,,,,,,,,,,,,,,
30600030,306000000,Undead Mariner,Sage's Cave,40200000,Executioner's Greataxe,4.00%,Human Bone Shard,5.00%,,,,,,,,,,,,,,,,
30600040,306000000,Undead Mariner,"Caelid - East Sellia, Church of the Plague",40200000,Executioner's Greataxe,4.00%,Human Bone Shard,5.00%,,,,,,,,,,,,,,,,
30600050,306000000,Undead Mariner [Tier 13],Unused,,Executioner's Greataxe,4.00%,Human Bone Shard,5.00%,,,,,,,,,,,,,,,,
30601000,306000100,Undead Mariner,Unused,,Glaive,4.00%,Human Bone Shard,5.00%,,,,,,,,,,,,,,,,
30601020,306000100,Undead Mariner,Liurnia of the Lakes - Church of Vows,80600000,Glaive,4.00%,Human Bone Shard,5.00%,,,,,,,,,,,,,,,,
30601030,306000100,Undead Mariner,"Altus Plateau - Tree Sentinel Duo, Perfumer's Grotto Entrance",80600000,Glaive,4.00%,Human Bone Shard,5.00%,,,,,,,,,,,,,,,,
30601040,306000100,Undead Mariner,"Caelid - East Sellia, Church of the Plague",80600000,Glaive,4.00%,Human Bone Shard,5.00%,,,,,,,,,,,,,,,,
30601050,306000100,Undead Mariner,"Mountaintops of the Giants - Northwest of Freezing Lake, East of Castle Sol",80600000,Glaive,4.00%,Human Bone Shard,5.00%,,,,,,,,,,,,,,,,
30610000,305000000,Undead Azula Beastman,Unused,,None,,,,,,,,,,,,,,,,,,,
30610072,305000000,Undead Azula Beastman [Tier 15],Crumbling Farum Azula,,None,,,,,,,,,,,,,,,,,,,
30611000,305000100,Undead Azula Beastman,Unused,,None,,,,,,,,,,,,,,,,,,,
30611072,305000100,Undead Azula Beastman [Tier 15],Crumbling Farum Azula,,None,,,,,,,,,,,,,,,,,,,
30700000,307000000,Dominula Celebrant,Unused,,Celebrant's Cleaver,0.50%,Festive Garb (Altered),1.50%,Human Bone Shard,10.00%,Golden Rune [3],5.00%,,,,,,,,,,,,
30700030,307000000,Dominula Celebrant,Altus Plateau - West Windmill Village,80200000,Celebrant's Cleaver,0.50%,Festive Garb (Altered),1.50%,Human Bone Shard,10.00%,Golden Rune [3],5.00%,,,,,,,,,,,,
30700032,307000000,Dominula Celebrant [Tier 10],Unused,,Celebrant's Cleaver,0.50%,Festive Garb (Altered),1.50%,Human Bone Shard,10.00%,Golden Rune [3],5.00%,,,,,,,,,,,,
30701000,307000100,Dominula Celebrant,Unused,,Festive Hood,2.00%,Festive Garb (Altered),1.50%,Human Bone Shard,10.00%,Golden Rune [3],5.00%,,,,,,,,,,,,
30701030,307000100,Dominula Celebrant,Altus Plateau - West Windmill Village,8030000,Festive Hood,2.00%,Festive Garb (Altered),1.50%,Human Bone Shard,10.00%,Golden Rune [3],5.00%,,,,,,,,,,,,
30701032,307000100,Dominula Celebrant [Tier 10],Unused,,Festive Hood,2.00%,Festive Garb (Altered),1.50%,Human Bone Shard,10.00%,Golden Rune [3],5.00%,,,,,,,,,,,,
30702000,307000200,Dominula Celebrant,Unused,,Celebrant's Sickle,0.50%,Blue Festive Hood,1.50%,Blue Festive Garb,1.50%,Human Bone Shard,10.00%,Golden Rune [3],5.00%,,,,,,,,,,
30702030,307000200,Dominula Celebrant,"Altus Plateau - Village Windmill Pasture, East Windmill Pasture",440A0000,Celebrant's Sickle,0.50%,Blue Festive Hood,1.50%,Blue Festive Garb,1.50%,Human Bone Shard,10.00%,Golden Rune [3],5.00%,,,,,,,,,,
30703000,307000300,Dominula Celebrant,Unused,,Festive Hood,1.50%,Festive Garb,1.50%,Human Bone Shard,10.00%,Golden Rune [3],5.00%,,,,,,,,,,,,
30703030,307000300,Dominula Celebrant,Altus Plateau - West Windmill Village,20160000,Festive Hood,1.50%,Festive Garb,1.50%,Human Bone Shard,10.00%,Golden Rune [3],5.00%,,,,,,,,,,,,
30704000,307000400,Dominula Celebrant,Unused,,Celebrant's Rib-Rake,0.50%,Festive Garb,1.50%,Human Bone Shard,10.00%,Golden Rune [3],5.00%,,,,,,,,,,,,
30704030,307000400,Dominula Celebrant,Altus Plateau - West Windmill Village,10240000,Celebrant's Rib-Rake,0.50%,Festive Garb,1.50%,Human Bone Shard,10.00%,Golden Rune [3],5.00%,,,,,,,,,,,,
30800000,308000000,Imp,Unused,,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,,,,,,,,,,,,,,,,
30800007,308000010,Imp (Cat),Stranded Graveyard,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [1],2.00%,,,,,,,,,,,,,,
30800010,308000010,Imp (Cat),Stormfoot Catacombs,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [1],2.00%,,,,,,,,,,,,,,
30800012,308000010,Imp (Cat),Impaler's Catacombs,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [1],2.00%,,,,,,,,,,,,,,
30800020,308000020,Imp (Cat),Road's End Catacombs,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [2],1.00%,Smithing Stone [3],1.00%,,,,,,,,,,,,
30800030,308000040,Imp (Cat),Sainted Hero's Grave,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30800032,308000040,Imp [Tier 10],Unused,,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30800033,308000040,Imp (Cat),Auriza Side Tomb,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30800034,308000040,Imp (Cat),"Leyndell, Royal Capital",40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30800035,308000040,Imp (Cat),Subterranean Shunning-Grounds,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30800040,308000030,Imp (Cat),Minor Erdtree Catacombs,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [4],2.00%,,,,,,,,,,,,,,
30800042,308000030,Imp (Cat),War-Dead Catacombs,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [4],2.00%,,,,,,,,,,,,,,
30800050,308000050,Imp (Cat),Giant-Conquering Hero's Grave,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [6],1.00%,Smithing Stone [7],1.00%,,,,,,,,,,,,
30800052,308000050,Imp (Cat),Consecrated Snowfield Catacombs,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [6],1.00%,Smithing Stone [7],1.00%,,,,,,,,,,,,
30800100,308000010,Imp,Unused,,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [1],2.00%,,,,,,,,,,,,,,
30800110,308000010,Imp (Cat),Murkwater Catacombs,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [1],2.00%,,,,,,,,,,,,,,
30800830,308000040,Imp (Cat),Altus Plateau - Second Church of Marika,40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30800852,308000050,Imp (Cat),"Mountaintops of the Giants - Shack of the Lofty; Consecrated Snowfield - Minor Erdtree, Albinauric Rise, Cave of the Forlorn Entrance",40104000,Forked Hatchet,2.00%,Imp Head (Cat),0.50%,Smithing Stone [6],1.00%,Smithing Stone [7],1.00%,,,,,,,,,,,,
30800912,-1,Imp [Tier 3],Impaler's Catacombs,,None,,,,,,,,,,,,,,,,,,,
30801000,308000100,Imp,Unused,,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,,,,,,,,,,,,,,,,
30801010,308000110,Imp [Tier 2],Unused,,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Smithing Stone [1],2.00%,Smoldering Butterfly,10.00%,Mushroom,10.00%,,,,,,,,,,
30801012,308000110,Imp [Tier 3],Unused,,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Smithing Stone [1],2.00%,Smoldering Butterfly,10.00%,Mushroom,10.00%,,,,,,,,,,
30801020,308000120,Imp [Tier 7],Unused,,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Smithing Stone [2],1.00%,Smithing Stone [3],1.00%,Smoldering Butterfly,10.00%,Mushroom,10.00%,,,,,,,,
30801032,308000140,Imp [Tier 10],Unused,,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Smithing Stone [5],2.00%,Smoldering Butterfly,10.00%,Mushroom,10.00%,,,,,,,,,,
30801033,308000140,Imp [Tier 10],Unused,,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Smithing Stone [5],2.00%,Smoldering Butterfly,10.00%,Mushroom,10.00%,,,,,,,,,,
30801034,308000140,Imp (Fanged),"Leyndell, Royal Capital",40080000,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Smithing Stone [5],2.00%,Smoldering Butterfly,10.00%,Mushroom,10.00%,,,,,,,,,,
30801035,308000140,Imp (Fanged),Subterranean Shunning-Grounds,40080000,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Smithing Stone [5],2.00%,Smoldering Butterfly,10.00%,Mushroom,10.00%,,,,,,,,,,
30801040,308000130,Imp (Fanged),Minor Erdtree Catacombs,40080000,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Smithing Stone [4],2.00%,Smoldering Butterfly,10.00%,Mushroom,10.00%,,,,,,,,,,
30801042,308000130,Imp (Fanged),War-Dead Catacombs,40080000,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Smithing Stone [4],2.00%,Smoldering Butterfly,10.00%,Mushroom,10.00%,,,,,,,,,,
30801100,308000200,Imp,Unused,,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Glintstone Firefly,10.00%,,,,,,,,,,,,,,
30801120,308000220,Imp (Fanged),Road's End Catacombs,40080000,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Glintstone Firefly,10.00%,Smithing Stone [2],1.00%,Smithing Stone [3],1.00%,,,,,,,,,,
30801133,308000240,Imp (Fanged),Auriza Side Tomb,40080000,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Glintstone Firefly,10.00%,Smithing Stone [5],2.00%,,,,,,,,,,,,
30801150,308000250,Imp (Fanged),Giants' Mountaintop Catacombs,40080000,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Glintstone Firefly,10.00%,Smithing Stone [6],1.00%,Smithing Stone [7],1.00%,,,,,,,,,,
30801200,308000100,Imp,Unused,,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,,,,,,,,,,,,,,,,
30801232,308000740,Imp (Fanged),Wyndham Catacombs,40080000,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Fulgurbloom,10.00%,Smithing Stone [5],2.00%,,,,,,,,,,,,
30801233,308000740,Imp (Fanged),Auriza Side Tomb,40080000,Forked Hatchet,2.00%,Imp Head (Fanged),0.50%,Fulgurbloom,10.00%,Smithing Stone [5],2.00%,,,,,,,,,,,,
30802000,308000300,Imp,Unused,,Forked Hatchet,2.00%,Imp Head (Long-Tongued),0.50%,,,,,,,,,,,,,,,,
30802010,308000310,Imp [Tier 2],Unused,,Forked Hatchet,2.00%,Imp Head (Long-Tongued),0.50%,Smithing Stone [1],2.00%,,,,,,,,,,,,,,
30802012,308000310,Imp [Tier 3],Unused,,Forked Hatchet,2.00%,Imp Head (Long-Tongued),0.50%,Smithing Stone [1],2.00%,,,,,,,,,,,,,,
30802030,308000340,Imp [Tier 9],Unused,,Forked Hatchet,2.00%,Imp Head (Long-Tongued),0.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30802032,308000340,Imp [Tier 10],Unused,,Forked Hatchet,2.00%,Imp Head (Long-Tongued),0.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30802033,308000340,Imp (Long-Tongued),Auriza Side Tomb,4004C000,Forked Hatchet,2.00%,Imp Head (Long-Tongued),0.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30802034,308000340,Imp [Tier 11],Unused,,Forked Hatchet,2.00%,Imp Head (Long-Tongued),0.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30802035,308000340,Imp (Long-Tongued),Subterranean Shunning-Grounds,4004C000,Forked Hatchet,2.00%,Imp Head (Long-Tongued),0.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30806000,308000400,Imp,Unused,,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,,,,,,,,,,,,,,,,
30806007,308000410,Imp (Wolf),Stranded Graveyard,8020C000,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,Smithing Stone [1],2.00%,,,,,,,,,,,,,,
30806012,308000410,Imp [Tier 3],Unused,,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,Smithing Stone [1],2.00%,,,,,,,,,,,,,,
30806020,308000420,Imp (Wolf),Road's End Catacombs,8020C000,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,Smithing Stone [2],1.00%,Smithing Stone [3],1.00%,,,,,,,,,,,,
30806030,308000440,Imp (Wolf),Sainted Hero's Grave,8020C000,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30806032,308000440,Imp (Wolf),Wyndham Catacombs,8020C000,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30806033,308000440,Imp (Wolf),Auriza Side Tomb,8020C000,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30806034,308000440,Imp (Wolf),"Leyndell, Royal Capital",8020C000,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30806035,308000440,Imp (Wolf),Subterranean Shunning-Grounds,8020C000,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,Smithing Stone [5],2.00%,,,,,,,,,,,,,,
30806040,308000430,Imp (Wolf),Minor Erdtree Catacombs,8020C000,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,Smithing Stone [4],2.00%,,,,,,,,,,,,,,
30806042,308000430,Imp (Wolf),War-Dead Catacombs,8020C000,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,Smithing Stone [4],2.00%,,,,,,,,,,,,,,
30806050,308000450,Imp (Wolf),Giant-Conquering Hero's Grave,8020C000,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,Smithing Stone [6],1.00%,Smithing Stone [7],1.00%,,,,,,,,,,,,
30806052,308000450,Imp (Wolf),Consecrated Snowfield Catacombs,8020C000,Forked Greatsword,2.00%,Imp Head (Wolf),1.50%,Smithing Stone [6],1.00%,Smithing Stone [7],1.00%,,,,,,,,,,,,
30807000,-1,Imp,Unused,,None,,,,,,,,,,,,,,,,,,,
30808000,-1,Imp,Unused,,None,,,,,,,,,,,,,,,,,,,
31000000,-1,Ball-Bearing Hunter,Unused,,None,,,,,,,,,,,,,,,,,,,
31000010,-1,Ball-Bearing Hunter [Boss] - Limgrave (Warmaster's Shack),"Stormhill - Warmaster's Shack, Stormgate",,None,,,,,,,,,,,,,,,,,,,
31000020,-1,Ball-Bearing Hunter [Boss] - Liurnia (Church of Vows),Liurnia of the Lakes - Church of Vows,,None,,,,,,,,,,,,,,,,,,,
31000033,-1,Ball-Bearing Hunter [Boss] - Altus Plateau (Hermit Merchant's Shack),"Capital Outskirts - Northeast Outer Wall Battleground, Hermit Merchant's Shack",,None,,,,,,,,,,,,,,,,,,,
31000042,-1,Ball-Bearing Hunter [Boss] - Caelid (Isolated Merchant's Shack),Greyoll's Dragonbarrow - Isolated Merchant's Shack,,None,,,,,,,,,,,,,,,,,,,
31000931,-1,Elemer of the Briar [Boss] - Altus Plateau (Shaded Castle),Altus Plateau - Shaded Castle,,None,,,,,,,,,,,,,,,,,,,
31500000,-1,Night's Cavalry - Glaive,Unused,,None,,,,,,,,,,,,,,,,,,,
31500010,-1,Night's Cavalry - Glaive [Boss] - Limgrave (Agheel Lake North),"Limgrave - Agheel Lake North, Murkwater Cave Entrance",,None,,,,,,,,,,,,,,,,,,,
31500020,-1,Night's Cavalry - Glaive [Boss] - Liurnia,Bellum Highway - East Raya Lucaria Gate,,None,,,,,,,,,,,,,,,,,,,
31500032,-1,Night's Cavalry - Glaive [Tier 10],Unused,,None,,,,,,,,,,,,,,,,,,,
31500040,-1,Night's Cavalry - Glaive [Tier 10],Unused,,None,,,,,,,,,,,,,,,,,,,
31500042,-1,Night's Cavalry - Glaive [Boss] - Caelid (Lenne's Rise),"Greyoll's Dragonbarrow - Southeast Farum Greatbridge, Lenne's Rise",,None,,,,,,,,,,,,,,,,,,,
31500050,-1,Night's Cavalry - Glaive [Boss] - Forbidden Lands,Mountaintops of the Giants - Forbidden Lands Midway,,None,,,,,,,,,,,,,,,,,,,
31500052,-1,Night's Cavalry - Glaive [Boss] - Consecrated Snowfield,Southwest Mountaintops,,None,,,,,,,,,,,,,,,,,,,
31501000,-1,Night's Cavalry - Flail,Unused,,None,,,,,,,,,,,,,,,,,,,
31501012,-1,Night's Cavalry - Flail [Boss] - Weeping Penisula,Weeping Peninsula - Castle Morne Approach North,,None,,,,,,,,,,,,,,,,,,,
31501030,-1,Night's Cavalry - Flail [Boss] - Altus Plateau,Altus Plateau - Altus Highway Junction,,None,,,,,,,,,,,,,,,,,,,
31501040,-1,Night's Cavalry - Flail [Boss] - Caelid (Aeonia Swamp South),Caelid - Southern Aeonia Swamp Bank,,None,,,,,,,,,,,,,,,,,,,
31501052,-1,Night's Cavalry - Flail [Boss] - Consecrated Snowfield,Southwest Mountaintops,,None,,,,,,,,,,,,,,,,,,,
31600000,-1,Night's Cavalry Horse,Unused,,None,,,,,,,,,,,,,,,,,,,
31600010,-1,Night's Cavalry Horse,"Limgrave - Agheel Lake North, Murkwater Cave Entrance",,None,,,,,,,,,,,,,,,,,,,
31600012,-1,Night's Cavalry Horse,Weeping Peninsula - Castle Morne Approach North,,None,,,,,,,,,,,,,,,,,,,
31600020,-1,Night's Cavalry Horse,Bellum Highway - East Raya Lucaria Gate,,None,,,,,,,,,,,,,,,,,,,
31600030,-1,Night's Cavalry Horse,Altus Plateau - Altus Highway Junction,,None,,,,,,,,,,,,,,,,,,,
31600032,-1,Night's Cavalry Horse,Unused,,None,,,,,,,,,,,,,,,,,,,
31600040,-1,Night's Cavalry Horse,Caelid - Southern Aeonia Swamp Bank,,None,,,,,,,,,,,,,,,,,,,
31600042,-1,Night's Cavalry Horse,"Greyoll's Dragonbarrow - Southeast Farum Greatbridge, Lenne's Rise",,None,,,,,,,,,,,,,,,,,,,
31600050,-1,Night's Cavalry Horse,Mountaintops of the Giants - Forbidden Lands Midway,,None,,,,,,,,,,,,,,,,,,,
31600052,-1,Night's Cavalry Horse,Southwest Mountaintops,,None,,,,,,,,,,,,,,,,,,,
31700000,317000000,Albinauric Archer,Unused,,Albinauric Bow,4.00%,Albinauric Bloodclot,15.00%,Blue Silver Mail Hood,2.00%,Blue Silver Mail Armor,2.00%,Blue Silver Bracelets,2.00%,Blue Silver Mail Skirt,2.00%,Arrow x5,10.00%,St. Trina's Arrow x5,2.50%,,,,
31700052,317000000,Albinauric Archer,Consecrated Snowfield - South of Ordina,80000000,Albinauric Bow,4.00%,Albinauric Bloodclot,15.00%,Blue Silver Mail Hood,2.00%,Blue Silver Mail Armor,2.00%,Blue Silver Bracelets,2.00%,Blue Silver Mail Skirt,2.00%,Arrow x5,10.00%,St. Trina's Arrow x5,2.50%,,,,
31701000,317000000,Albinauric Archer,Unused,,Albinauric Bow,4.00%,Albinauric Bloodclot,15.00%,Blue Silver Mail Hood,2.00%,Blue Silver Mail Armor,2.00%,Blue Silver Bracelets,2.00%,Blue Silver Mail Skirt,2.00%,Arrow x5,10.00%,St. Trina's Arrow x5,2.50%,,,,
31701052,317000000,Albinauric Archer,"Consecrated Snowfield - Ordina, Liturgical Town",80000000,Albinauric Bow,4.00%,Albinauric Bloodclot,15.00%,Blue Silver Mail Hood,2.00%,Blue Silver Mail Armor,2.00%,Blue Silver Bracelets,2.00%,Blue Silver Mail Skirt,2.00%,Arrow x5,10.00%,St. Trina's Arrow x5,2.50%,,,,
31709000,-1,Latenna the Albinauric,Unused,,None,,,,,,,,,,,,,,,,,,,
31709020,-1,Latenna the Albinauric [Tier 7],"Liurnia of the Lakes - Slumbering Wolf's Shack, Lakeside Crystal Cave Entrance",,None,,,,,,,,,,,,,,,,,,,
31709052,-1,Latenna the Albinauric [Tier 17],Consecrated Snowfield - Apostate Derelict,,None,,,,,,,,,,,,,,,,,,,
31710000,-1,"Phillia, Towering Little Sister",Unused,,None,,,,,,,,,,,,,,,,,,,
31710052,-1,"Phillia, Towering Little Sister [Tier 17]",Consecrated Snowfield - Apostate Derelict,,None,,,,,,,,,,,,,,,,,,,
31800000,318000000,Direwolf,Unused,,Thin Beast Bones,25.00%,Lump of Flesh,5.00%,,,,,,,,,,,,,,,,
31800020,318000000,Direwolf [Tier 7],Unused,,Thin Beast Bones,25.00%,Lump of Flesh,5.00%,,,,,,,,,,,,,,,,
31800021,318000000,Direwolf,Liurnia of the Lakes - Caria Manor,0,Thin Beast Bones,25.00%,Lump of Flesh,5.00%,,,,,,,,,,,,,,,,
31800052,318000000,Direwolf,Consecrated Snowfield - South of Ordina,0,Thin Beast Bones,25.00%,Lump of Flesh,5.00%,,,,,,,,,,,,,,,,
31809000,318000000,Direwolf,Unused,,Thin Beast Bones,25.00%,Lump of Flesh,5.00%,,,,,,,,,,,,,,,,
31809020,318000000,Direwolf,"Liurnia of the Lakes - Slumbering Wolf's Shack, Lakeside Crystal Cave Entrance",0,Thin Beast Bones,25.00%,Lump of Flesh,5.00%,,,,,,,,,,,,,,,,
31810000,318100000,Red Wolf of Radagon,Unused,,None,,,,,,,,,,,,,,,,,,,
31810020,318100000,Red Wolf of Radagon [Tier 7],"Liurnia of the Lakes - Behind Caria Manor, Royal Grave Evergaol, Part of Ravine",,None,,,,,,,,,,,,,,,,,,,
31810022,318100000,Red Wolf of Radagon [Tier 14],Moonlight Altar - West of Deep Ainsel Well,,None,,,,,,,,,,,,,,,,,,,
31810052,318100000,Red Wolf of Radagon [Tier 17],Unused,,None,,,,,,,,,,,,,,,,,,,
31810065,318100000,Red Wolf of Radagon [Tier 10],Siofra River,,None,,,,,,,,,,,,,,,,,,,
31811000,318100000,Red Wolf of Radagon,Unused,,None,,,,,,,,,,,,,,,,,,,
31811024,-1,Red Wolf of Radagon [Boss] - Liurnia (Academy of Raya Lucaria),Academy of Raya Lucaria,,None,,,,,,,,,,,,,,,,,,,
31811032,-1,Red Wolf of Radagon [Boss] - Mt. Gelmir (Gelmir's Hero Grave),Gelmir Hero's Grave,,None,,,,,,,,,,,,,,,,,,,
31811052,318100000,Red Wolf of Radagon [Tier 17],"Mountaintops of the Giants - Shack of the Lofty; Consecrated Snowfield - Minor Erdtree, Albinauric Rise, Cave of the Forlorn Entrance",,None,,,,,,,,,,,,,,,,,,,
32000000,320000000,Nomad Trader - Merchant Kalé,Unused,,Nomadic Merchant's Chapeau,50.00%,Nomadic Merchant's Finery,50.00%,Nomadic Merchant's Trousers,50.00%,,,,,,,,,,,,,,
32000010,-1,Nomad Trader - Merchant Kalé  [Tier 2],"Limgrave - Church of Elleh, Stranded Graveyard Exit",,None,,,,,,,,,,,,,,,,,,,
32000012,-1,Nomad Trader - Merchant Kalé [Tier 3],Unused,,None,,,,,,,,,,,,,,,,,,,
32000020,320000000,Nomad Trader - Merchant Kalé [Tier 7],Unused,,Nomadic Merchant's Chapeau,50.00%,Nomadic Merchant's Finery,50.00%,Nomadic Merchant's Trousers,50.00%,,,,,,,,,,,,,,
32000030,320000000,Nomad Trader - Merchant Kalé [Tier 9],Unused,,Nomadic Merchant's Chapeau,50.00%,Nomadic Merchant's Finery,50.00%,Nomadic Merchant's Trousers,50.00%,,,,,,,,,,,,,,
32000032,320000000,Nomad Trader - Merchant Kalé [Tier 10],Unused,,Nomadic Merchant's Chapeau,50.00%,Nomadic Merchant's Finery,50.00%,Nomadic Merchant's Trousers,50.00%,,,,,,,,,,,,,,
32000034,320000000,Nomad Trader - Merchant Kalé [Tier 11],Unused,,Nomadic Merchant's Chapeau,50.00%,Nomadic Merchant's Finery,50.00%,Nomadic Merchant's Trousers,50.00%,,,,,,,,,,,,,,
32000035,320000000,Nomad Trader - Merchant Kalé [Tier 14],Unused,,Nomadic Merchant's Chapeau,50.00%,Nomadic Merchant's Finery,50.00%,Nomadic Merchant's Trousers,50.00%,,,,,,,,,,,,,,
32000110,-1,Nomad Trader - Merchant Kalé [Tier 2],Unused,,None,,,,,,,,,,,,,,,,,,,
32000120,320000000,Nomad Trader - Merchant Kalé [Tier 7],Unused,,Nomadic Merchant's Chapeau,50.00%,Nomadic Merchant's Finery,50.00%,Nomadic Merchant's Trousers,50.00%,,,,,,,,,,,,,,
32000134,320000000,Nomad Trader - Merchant Kalé [Tier 11],Unused,,Nomadic Merchant's Chapeau,50.00%,Nomadic Merchant's Finery,50.00%,Nomadic Merchant's Trousers,50.00%,,,,,,,,,,,,,,
32000135,320000000,Nomad Trader - Merchant Kalé [Tier 14],Unused,,Nomadic Merchant's Chapeau,50.00%,Nomadic Merchant's Finery,50.00%,Nomadic Merchant's Trousers,50.00%,,,,,,,,,,,,,,
32000210,-1,Nomad Trader - Merchant Kalé [Tier 2],Unused,,None,,,,,,,,,,,,,,,,,,,
