ID,Name,Reinforce Type ID,Phys,Mag,Fire,Ligh,Holy,Stability,Resist,Phys +1,Mag +1,Fire +1,Ligh +1,Holy +1,Stability +1,Resist +1,Phys +2,Mag +2,Fire +2,Ligh +2,Holy +2,Stability +2,Resist +2,Phys +3,Mag +3,Fire +3,Ligh +3,Holy +3,Stability +3,Resist +3,Phys +4,Mag +4,Fire +4,Ligh +4,Holy +4,Stability +4,Resist +4,Phys +5,Mag +5,Fire +5,Ligh +5,Holy +5,Stability +5,Resist +5,Phys +6,Mag +6,Fire +6,Ligh +6,Holy +6,Stability +6,Resist +6,Phys +7,Mag +7,Fire +7,Ligh +7,Holy +7,Stability +7,Resist +7,Phys +8,Mag +8,Fire +8,Ligh +8,Holy +8,Stability +8,Resist +8,Phys +9,Mag +9,Fire +9,Ligh +9,Holy +9,Stability +9,Resist +9,Phys +10,Mag +10,Fire +10,Ligh +10,Holy +10,Stability +10,Resist +10,Phys +11,Mag +11,Fire +11,Ligh +11,Holy +11,Stability +11,Resist +11,Phys +12,Mag +12,Fire +12,Ligh +12,Holy +12,Stability +12,Resist +12,Phys +13,Mag +13,Fire +13,Ligh +13,Holy +13,Stability +13,Resist +13,Phys +14,Mag +14,Fire +14,Ligh +14,Holy +14,Stability +14,Resist +14,Phys +15,Mag +15,Fire +15,Ligh +15,Holy +15,Stability +15,Resist +15,Phys +16,Mag +16,Fire +16,Ligh +16,Holy +16,Stability +16,Resist +16,Phys +17,Mag +17,Fire +17,Ligh +17,Holy +17,Stability +17,Resist +17,Phys +18,Mag +18,Fire +18,Ligh +18,Holy +18,Stability +18,Resist +18,Phys +19,Mag +19,Fire +19,Ligh +19,Holy +19,Stability +19,Resist +19,Phys +20,Mag +20,Fire +20,Ligh +20,Holy +20,Stability +20,Resist +20,Phys +21,Mag +21,Fire +21,Ligh +21,Holy +21,Stability +21,Resist +21,Phys +22,Mag +22,Fire +22,Ligh +22,Holy +22,Stability +22,Resist +22,Phys +23,Mag +23,Fire +23,Ligh +23,Holy +23,Stability +23,Resist +23,Phys +24,Mag +24,Fire +24,Ligh +24,Holy +24,Stability +24,Resist +24,Phys +25,Mag +25,Fire +25,Ligh +25,Holy +25,Stability +25,Resist +25
7110700,Serpent-God's Sacred Curved Sword,700,41.8,34.65,31.35,31.35,37.95,27,10.45,41.8,34.65,31.35,31.35,37.95,27,10.45,41.8,34.98,31.35,31.35,38.28,27,10.45,41.8,34.98,31.35,31.35,38.28,27,10.45,41.8,35.31,31.35,31.35,38.61,27,10.45,41.8,35.31,31.35,31.35,38.61,27,10.45,41.8,35.64,31.35,31.35,38.94,27,10.45,41.8,35.64,31.35,31.35,38.94,27,10.45,41.8,35.97,31.35,31.35,39.27,27,10.45,41.8,35.97,31.35,31.35,39.27,27,10.45,41.8,36.3,31.35,31.35,39.6,27,10.45,41.8,36.3,31.35,31.35,39.6,27,10.45,41.8,36.63,31.35,31.35,39.93,27,10.45,41.8,36.63,31.35,31.35,39.93,27,10.45,41.8,36.63,31.35,31.35,39.93,27,10.45,41.8,36.96,31.35,31.35,40.26,27,10.45,41.8,36.96,31.35,31.35,40.26,27,10.45,41.8,36.96,31.35,31.35,40.26,27,10.45,41.8,37.29,31.35,31.35,40.59,27,10.45,41.8,37.29,31.35,31.35,40.59,27,10.45,41.8,37.29,31.35,31.35,40.59,27,10.45,41.8,37.62,31.35,31.35,40.92,27,10.45,41.8,37.62,31.35,31.35,40.92,27,10.45,41.8,37.62,31.35,31.35,40.92,27,10.45,41.8,37.62,31.35,31.35,40.92,27,10.45,41.8,37.95,31.35,31.35,41.25,27,10.45
7110800,Serpent-God's Magic Curved Sword,800,41.8,37.95,31.35,31.35,34.65,27,10.45,41.8,37.95,31.35,31.35,34.65,27,10.45,41.8,38.28,31.35,31.35,34.98,27,10.45,41.8,38.28,31.35,31.35,34.98,27,10.45,41.8,38.61,31.35,31.35,35.31,27,10.45,41.8,38.61,31.35,31.35,35.31,27,10.45,41.8,38.94,31.35,31.35,35.64,27,10.45,41.8,38.94,31.35,31.35,35.64,27,10.45,41.8,39.27,31.35,31.35,35.97,27,10.45,41.8,39.27,31.35,31.35,35.97,27,10.45,41.8,39.6,31.35,31.35,36.3,27,10.45,41.8,39.6,31.35,31.35,36.3,27,10.45,41.8,39.93,31.35,31.35,36.63,27,10.45,41.8,39.93,31.35,31.35,36.63,27,10.45,41.8,39.93,31.35,31.35,36.63,27,10.45,41.8,40.26,31.35,31.35,36.96,27,10.45,41.8,40.26,31.35,31.35,36.96,27,10.45,41.8,40.26,31.35,31.35,36.96,27,10.45,41.8,40.59,31.35,31.35,37.29,27,10.45,41.8,40.59,31.35,31.35,37.29,27,10.45,41.8,40.59,31.35,31.35,37.29,27,10.45,41.8,40.92,31.35,31.35,37.62,27,10.45,41.8,40.92,31.35,31.35,37.62,27,10.45,41.8,40.92,31.35,31.35,37.62,27,10.45,41.8,40.92,31.35,31.35,37.62,27,10.45,41.8,41.25,31.35,31.35,37.95,27,10.45
7110900,Serpent-God's Cold Curved Sword,900,41.8,34.65,31.35,31.35,31.35,27,10.45,41.8,34.65,31.35,31.35,31.35,27,10.45,41.8,34.98,31.35,31.35,31.35,27,10.45,41.8,34.98,31.35,31.35,31.35,27,10.45,41.8,35.31,31.35,31.35,31.35,27,10.45,41.8,35.31,31.35,31.35,31.35,27,10.45,41.8,35.64,31.35,31.35,31.35,27,10.45,41.8,35.64,31.35,31.35,31.35,27,10.45,41.8,35.97,31.35,31.35,31.35,27,10.45,41.8,35.97,31.35,31.35,31.35,27,10.45,41.8,35.97,31.35,31.35,31.35,27,10.45,41.8,36.3,31.35,31.35,31.35,27,10.45,41.8,36.3,31.35,31.35,31.35,27,10.45,41.8,36.3,31.35,31.35,31.35,27,10.45,41.8,36.63,31.35,31.35,31.35,27,10.45,41.8,36.63,31.35,31.35,31.35,27,10.45,41.8,36.96,31.35,31.35,31.35,27,10.45,41.8,36.96,31.35,31.35,31.35,27,10.45,41.8,36.96,31.35,31.35,31.35,27,10.45,41.8,37.29,31.35,31.35,31.35,27,10.45,41.8,37.29,31.35,31.35,31.35,27,10.45,41.8,37.29,31.35,31.35,31.35,27,10.45,41.8,37.62,31.35,31.35,31.35,27,10.45,41.8,37.62,31.35,31.35,31.35,27,10.45,41.8,37.62,31.35,31.35,31.35,27,10.45,41.8,37.95,31.35,31.35,31.35,27,10.45
7111000,Serpent-God's Poison Curved Sword,1000,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11
7111100,Serpent-God's Blood Curved Sword,1100,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45
7111200,Serpent-God's Occult Curved Sword,1200,44,33,33,33,33,27,11,44,33,33,33,33,27.27,11,44,33,33,33,33,27.27,11,44,33,33,33,33,27.54,11,44,33,33,33,33,27.54,11,44,33,33,33,33,27.81,11,44,33,33,33,33,27.81,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.89,11,44,33,33,33,33,28.89,11,44,33,33,33,33,28.89,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.7,11
7120000,Mantis Blade,0,44,33,33,33,33,27,11,44,33,33,33,33,27.27,11,44,33,33,33,33,27.54,11,44,33,33,33,33,27.81,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.89,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.7,11,44,33,33,33,33,29.97,11,44,33,33,33,33,30.24,11,44,33,33,33,33,30.51,11,44,33,33,33,33,30.78,11,44,33,33,33,33,31.05,11,44,33,33,33,33,31.32,11,44,33,33,33,33,31.32,11,44,33,33,33,33,31.59,11,44,33,33,33,33,31.59,11,44,33,33,33,33,31.86,11,44,33,33,33,33,31.86,11,44,33,33,33,33,31.86,11,44,33,33,33,33,32.13,11,44,33,33,33,33,32.13,11,44,33,33,33,33,32.4,11
7120100,Heavy Mantis Blade,100,44,33,33,33,33,27,11,44,33,33,33,33,27.27,11,44,33,33,33,33,27.27,11,44,33,33,33,33,27.54,11,44,33,33,33,33,27.54,11,44,33,33,33,33,27.81,11,44,33,33,33,33,27.81,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.89,11,44,33,33,33,33,28.89,11,44,33,33,33,33,28.89,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.7,11
7120200,Keen Mantis Blade,200,44,33,33,33,33,27,11,44,33,33,33,33,27.27,11,44,33,33,33,33,27.27,11,44,33,33,33,33,27.54,11,44,33,33,33,33,27.54,11,44,33,33,33,33,27.81,11,44,33,33,33,33,27.81,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.89,11,44,33,33,33,33,28.89,11,44,33,33,33,33,28.89,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.7,11
7120300,Quality Mantis Blade,300,44,33,33,33,33,27,11,44,33,33,33,33,27.27,11,44,33,33,33,33,27.27,11,44,33,33,33,33,27.54,11,44,33,33,33,33,27.54,11,44,33,33,33,33,27.81,11,44,33,33,33,33,27.81,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.89,11,44,33,33,33,33,28.89,11,44,33,33,33,33,28.89,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.7,11
7120400,Fire Mantis Blade,400,41.8,31.35,37.95,34.65,31.35,27,10.45,41.8,31.35,37.95,34.65,31.35,27,10.45,41.8,31.35,38.28,34.98,31.35,27,10.45,41.8,31.35,38.28,34.98,31.35,27,10.45,41.8,31.35,38.61,35.31,31.35,27,10.45,41.8,31.35,38.61,35.31,31.35,27,10.45,41.8,31.35,38.94,35.64,31.35,27,10.45,41.8,31.35,38.94,35.64,31.35,27,10.45,41.8,31.35,39.27,35.97,31.35,27,10.45,41.8,31.35,39.27,35.97,31.35,27,10.45,41.8,31.35,39.6,36.3,31.35,27,10.45,41.8,31.35,39.6,36.3,31.35,27,10.45,41.8,31.35,39.93,36.63,31.35,27,10.45,41.8,31.35,39.93,36.63,31.35,27,10.45,41.8,31.35,39.93,36.63,31.35,27,10.45,41.8,31.35,40.26,36.96,31.35,27,10.45,41.8,31.35,40.26,36.96,31.35,27,10.45,41.8,31.35,40.26,36.96,31.35,27,10.45,41.8,31.35,40.59,37.29,31.35,27,10.45,41.8,31.35,40.59,37.29,31.35,27,10.45,41.8,31.35,40.59,37.29,31.35,27,10.45,41.8,31.35,40.92,37.62,31.35,27,10.45,41.8,31.35,40.92,37.62,31.35,27,10.45,41.8,31.35,40.92,37.62,31.35,27,10.45,41.8,31.35,40.92,37.62,31.35,27,10.45,41.8,31.35,41.25,37.95,31.35,27,10.45
7120500,Flame Art Mantis Blade,500,41.8,31.35,37.95,34.65,31.35,27,10.45,41.8,31.35,37.95,34.65,31.35,27,10.45,41.8,31.35,38.28,34.98,31.35,27,10.45,41.8,31.35,38.28,34.98,31.35,27,10.45,41.8,31.35,38.61,35.31,31.35,27,10.45,41.8,31.35,38.61,35.31,31.35,27,10.45,41.8,31.35,38.94,35.64,31.35,27,10.45,41.8,31.35,38.94,35.64,31.35,27,10.45,41.8,31.35,39.27,35.97,31.35,27,10.45,41.8,31.35,39.27,35.97,31.35,27,10.45,41.8,31.35,39.6,36.3,31.35,27,10.45,41.8,31.35,39.6,36.3,31.35,27,10.45,41.8,31.35,39.93,36.63,31.35,27,10.45,41.8,31.35,39.93,36.63,31.35,27,10.45,41.8,31.35,39.93,36.63,31.35,27,10.45,41.8,31.35,40.26,36.96,31.35,27,10.45,41.8,31.35,40.26,36.96,31.35,27,10.45,41.8,31.35,40.26,36.96,31.35,27,10.45,41.8,31.35,40.59,37.29,31.35,27,10.45,41.8,31.35,40.59,37.29,31.35,27,10.45,41.8,31.35,40.59,37.29,31.35,27,10.45,41.8,31.35,40.92,37.62,31.35,27,10.45,41.8,31.35,40.92,37.62,31.35,27,10.45,41.8,31.35,40.92,37.62,31.35,27,10.45,41.8,31.35,40.92,37.62,31.35,27,10.45,41.8,31.35,41.25,37.95,31.35,27,10.45
7120600,Lightning Mantis Blade,600,41.8,31.35,34.65,37.95,31.35,27,10.45,41.8,31.35,34.65,37.95,31.35,27,10.45,41.8,31.35,34.98,38.28,31.35,27,10.45,41.8,31.35,34.98,38.28,31.35,27,10.45,41.8,31.35,35.31,38.61,31.35,27,10.45,41.8,31.35,35.31,38.61,31.35,27,10.45,41.8,31.35,35.64,38.94,31.35,27,10.45,41.8,31.35,35.64,38.94,31.35,27,10.45,41.8,31.35,35.97,39.27,31.35,27,10.45,41.8,31.35,35.97,39.27,31.35,27,10.45,41.8,31.35,36.3,39.6,31.35,27,10.45,41.8,31.35,36.3,39.6,31.35,27,10.45,41.8,31.35,36.63,39.93,31.35,27,10.45,41.8,31.35,36.63,39.93,31.35,27,10.45,41.8,31.35,36.63,39.93,31.35,27,10.45,41.8,31.35,36.96,40.26,31.35,27,10.45,41.8,31.35,36.96,40.26,31.35,27,10.45,41.8,31.35,36.96,40.26,31.35,27,10.45,41.8,31.35,37.29,40.59,31.35,27,10.45,41.8,31.35,37.29,40.59,31.35,27,10.45,41.8,31.35,37.29,40.59,31.35,27,10.45,41.8,31.35,37.62,40.92,31.35,27,10.45,41.8,31.35,37.62,40.92,31.35,27,10.45,41.8,31.35,37.62,40.92,31.35,27,10.45,41.8,31.35,37.62,40.92,31.35,27,10.45,41.8,31.35,37.95,41.25,31.35,27,10.45
7120700,Sacred Mantis Blade,700,41.8,34.65,31.35,31.35,37.95,27,10.45,41.8,34.65,31.35,31.35,37.95,27,10.45,41.8,34.98,31.35,31.35,38.28,27,10.45,41.8,34.98,31.35,31.35,38.28,27,10.45,41.8,35.31,31.35,31.35,38.61,27,10.45,41.8,35.31,31.35,31.35,38.61,27,10.45,41.8,35.64,31.35,31.35,38.94,27,10.45,41.8,35.64,31.35,31.35,38.94,27,10.45,41.8,35.97,31.35,31.35,39.27,27,10.45,41.8,35.97,31.35,31.35,39.27,27,10.45,41.8,36.3,31.35,31.35,39.6,27,10.45,41.8,36.3,31.35,31.35,39.6,27,10.45,41.8,36.63,31.35,31.35,39.93,27,10.45,41.8,36.63,31.35,31.35,39.93,27,10.45,41.8,36.63,31.35,31.35,39.93,27,10.45,41.8,36.96,31.35,31.35,40.26,27,10.45,41.8,36.96,31.35,31.35,40.26,27,10.45,41.8,36.96,31.35,31.35,40.26,27,10.45,41.8,37.29,31.35,31.35,40.59,27,10.45,41.8,37.29,31.35,31.35,40.59,27,10.45,41.8,37.29,31.35,31.35,40.59,27,10.45,41.8,37.62,31.35,31.35,40.92,27,10.45,41.8,37.62,31.35,31.35,40.92,27,10.45,41.8,37.62,31.35,31.35,40.92,27,10.45,41.8,37.62,31.35,31.35,40.92,27,10.45,41.8,37.95,31.35,31.35,41.25,27,10.45
7120800,Magic Mantis Blade,800,41.8,37.95,31.35,31.35,34.65,27,10.45,41.8,37.95,31.35,31.35,34.65,27,10.45,41.8,38.28,31.35,31.35,34.98,27,10.45,41.8,38.28,31.35,31.35,34.98,27,10.45,41.8,38.61,31.35,31.35,35.31,27,10.45,41.8,38.61,31.35,31.35,35.31,27,10.45,41.8,38.94,31.35,31.35,35.64,27,10.45,41.8,38.94,31.35,31.35,35.64,27,10.45,41.8,39.27,31.35,31.35,35.97,27,10.45,41.8,39.27,31.35,31.35,35.97,27,10.45,41.8,39.6,31.35,31.35,36.3,27,10.45,41.8,39.6,31.35,31.35,36.3,27,10.45,41.8,39.93,31.35,31.35,36.63,27,10.45,41.8,39.93,31.35,31.35,36.63,27,10.45,41.8,39.93,31.35,31.35,36.63,27,10.45,41.8,40.26,31.35,31.35,36.96,27,10.45,41.8,40.26,31.35,31.35,36.96,27,10.45,41.8,40.26,31.35,31.35,36.96,27,10.45,41.8,40.59,31.35,31.35,37.29,27,10.45,41.8,40.59,31.35,31.35,37.29,27,10.45,41.8,40.59,31.35,31.35,37.29,27,10.45,41.8,40.92,31.35,31.35,37.62,27,10.45,41.8,40.92,31.35,31.35,37.62,27,10.45,41.8,40.92,31.35,31.35,37.62,27,10.45,41.8,40.92,31.35,31.35,37.62,27,10.45,41.8,41.25,31.35,31.35,37.95,27,10.45
7120900,Cold Mantis Blade,900,41.8,34.65,31.35,31.35,31.35,27,10.45,41.8,34.65,31.35,31.35,31.35,27,10.45,41.8,34.98,31.35,31.35,31.35,27,10.45,41.8,34.98,31.35,31.35,31.35,27,10.45,41.8,35.31,31.35,31.35,31.35,27,10.45,41.8,35.31,31.35,31.35,31.35,27,10.45,41.8,35.64,31.35,31.35,31.35,27,10.45,41.8,35.64,31.35,31.35,31.35,27,10.45,41.8,35.97,31.35,31.35,31.35,27,10.45,41.8,35.97,31.35,31.35,31.35,27,10.45,41.8,35.97,31.35,31.35,31.35,27,10.45,41.8,36.3,31.35,31.35,31.35,27,10.45,41.8,36.3,31.35,31.35,31.35,27,10.45,41.8,36.3,31.35,31.35,31.35,27,10.45,41.8,36.63,31.35,31.35,31.35,27,10.45,41.8,36.63,31.35,31.35,31.35,27,10.45,41.8,36.96,31.35,31.35,31.35,27,10.45,41.8,36.96,31.35,31.35,31.35,27,10.45,41.8,36.96,31.35,31.35,31.35,27,10.45,41.8,37.29,31.35,31.35,31.35,27,10.45,41.8,37.29,31.35,31.35,31.35,27,10.45,41.8,37.29,31.35,31.35,31.35,27,10.45,41.8,37.62,31.35,31.35,31.35,27,10.45,41.8,37.62,31.35,31.35,31.35,27,10.45,41.8,37.62,31.35,31.35,31.35,27,10.45,41.8,37.95,31.35,31.35,31.35,27,10.45
7121000,Poison Mantis Blade,1000,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11,41.8,31.35,31.35,31.35,31.35,27,11
7121100,Blood Mantis Blade,1100,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45,41.8,31.35,31.35,31.35,31.35,27,10.45
7121200,Occult Mantis Blade,1200,44,33,33,33,33,27,11,44,33,33,33,33,27.27,11,44,33,33,33,33,27.27,11,44,33,33,33,33,27.54,11,44,33,33,33,33,27.54,11,44,33,33,33,33,27.81,11,44,33,33,33,33,27.81,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.08,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.35,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.62,11,44,33,33,33,33,28.89,11,44,33,33,33,33,28.89,11,44,33,33,33,33,28.89,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.16,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.43,11,44,33,33,33,33,29.7,11
7140000,Scimitar,0,40,30,30,30,30,25,10,40,30,30,30,30,25.25,10,40,30,30,30,30,25.5,10,40,30,30,30,30,25.75,10,40,30,30,30,30,26,10,40,30,30,30,30,26.25,10,40,30,30,30,30,26.5,10,40,30,30,30,30,26.75,10,40,30,30,30,30,27,10,40,30,30,30,30,27.25,10,40,30,30,30,30,27.5,10,40,30,30,30,30,27.75,10,40,30,30,30,30,28,10,40,30,30,30,30,28.25,10,40,30,30,30,30,28.5,10,40,30,30,30,30,28.75,10,40,30,30,30,30,29,10,40,30,30,30,30,29,10,40,30,30,30,30,29.25,10,40,30,30,30,30,29.25,10,40,30,30,30,30,29.5,10,40,30,30,30,30,29.5,10,40,30,30,30,30,29.5,10,40,30,30,30,30,29.75,10,40,30,30,30,30,29.75,10,40,30,30,30,30,30,10
7140100,Heavy Scimitar,100,40,30,30,30,30,25,10,40,30,30,30,30,25.25,10,40,30,30,30,30,25.25,10,40,30,30,30,30,25.5,10,40,30,30,30,30,25.5,10,40,30,30,30,30,25.75,10,40,30,30,30,30,25.75,10,40,30,30,30,30,26,10,40,30,30,30,30,26,10,40,30,30,30,30,26,10,40,30,30,30,30,26.25,10,40,30,30,30,30,26.25,10,40,30,30,30,30,26.25,10,40,30,30,30,30,26.5,10,40,30,30,30,30,26.5,10,40,30,30,30,30,26.5,10,40,30,30,30,30,26.75,10,40,30,30,30,30,26.75,10,40,30,30,30,30,26.75,10,40,30,30,30,30,27,10,40,30,30,30,30,27,10,40,30,30,30,30,27,10,40,30,30,30,30,27.25,10,40,30,30,30,30,27.25,10,40,30,30,30,30,27.25,10,40,30,30,30,30,27.5,10
7140200,Keen Scimitar,5000,40,30,30,30,30,25,10,40,30,30,30,30,25.25,10,40,30,30,30,30,25.25,10,40,30,30,30,30,25.5,10,40,30,30,30,30,25.5,10,40,30,30,30,30,25.75,10,40,30,30,30,30,25.75,10,40,30,30,30,30,26,10,40,30,30,30,30,26,10,40,30,30,30,30,26,10,40,30,30,30,30,26.25,10,40,30,30,30,30,26.25,10,40,30,30,30,30,26.25,10,40,30,30,30,30,26.5,10,40,30,30,30,30,26.5,10,40,30,30,30,30,26.5,10,40,30,30,30,30,26.75,10,40,30,30,30,30,26.75,10,40,30,30,30,30,26.75,10,40,30,30,30,30,27,10,40,30,30,30,30,27,10,40,30,30,30,30,27,10,40,30,30,30,30,27.25,10,40,30,30,30,30,27.25,10,40,30,30,30,30,27.25,10,40,30,30,30,30,27.5,10
