ID,Name,Reinforce Type ID,Physical Attack,Magic Attack,Fire Attack,Lightning Attack,Holy Attack,Stamina Attack,Str Scaling,Dex Scaling,Int Scaling,Fai Scaling,Arc Scaling,Physical Guard,Magic Guard,Fire Guard,Lightning Guard,Holy Guard,Guard Boost,Resistance Guard,Upgrade Price,Effect 1,Effect 1 Type,Effect 2,Effect 2 Type,Max Upgrade,Attack Element Correct ID,Weapon Type,Physical Damage Type,Weight,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Infusable,Base Poise Attack,Caption
3021200,Occult Iron Greatsword,1200,144,0,0,0,0,70,26,4,0,0,63,56,39,39,39,39,39,22,690,-1,None,-1,None,25,10013,Greatsword,Standard/Pierce,12,100,18,10,0,0,0,Yes,5.5,"Greatsword with a blade of unusually thick steel. A coarse weapon to which polishing is a foreign concept. Weighty even among others of its class, the impact of each strike is sure to be felt."
3030000,Lordsworn's Greatsword,0,136,0,0,0,0,63,43,37,0,0,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3030100,Lordsworn's Heavy Greatsword,100,131,0,0,0,0,63,45,0,0,0,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3030200,Lordsworn's Keen Greatsword,200,131,0,0,0,0,63,16,42,0,0,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3030300,Lordsworn's Quality Greatsword,300,131,0,0,0,0,63,54,54,0,0,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3030400,Lordsworn's Fire Greatsword,400,131,0,131,0,0,63,32,16,0,0,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10005,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3030500,Lordsworn's Flame Art Greatsword,500,131,0,131,0,0,63,12,11,0,35,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3030600,Lordsworn's Lightning Greatsword,600,131,0,0,131,0,63,16,32,0,0,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3030700,Lordsworn's Sacred Greatsword,700,131,0,0,0,131,63,12,11,0,35,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3030800,Lordsworn's Magic Greatsword,800,131,131,0,0,0,63,12,11,36,0,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3030900,Lordsworn's Cold Greatsword,900,131,98,0,0,0,63,38,33,36,0,0,50,35,35,35,35,35,20,530,-1,None,107600,Frost,25,10000,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3031000,Lordsworn's Poison Greatsword,1000,131,0,0,0,0,63,40,35,0,0,30,50,35,35,35,35,35,20,530,-1,None,106100,Poison,25,10013,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3031100,Lordsworn's Blood Greatsword,1100,131,0,0,0,0,63,40,35,0,0,30,50,35,35,35,35,35,20,530,105100,Blood,-1,None,25,10013,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3031200,Lordsworn's Occult Greatsword,1200,131,0,0,0,0,63,17,14,0,0,68,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10013,Greatsword,Standard/Pierce,9,110,16,10,0,0,0,Yes,5.5,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds."
3040000,Knight's Greatsword,0,141,0,0,0,0,63,33,44,0,0,0,52,36,36,36,36,36,21,570,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3040100,Knight's Heavy Greatsword,100,136,0,0,0,0,63,43,0,0,0,0,52,36,36,36,36,36,21,570,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3040200,Knight's Keen Greatsword,200,136,0,0,0,0,63,15,42,0,0,0,52,36,36,36,36,36,21,570,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3040300,Knight's Quality Greatsword,300,136,0,0,0,0,63,53,53,0,0,0,52,36,36,36,36,36,21,570,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3040400,Knight's Fire Greatsword,400,136,0,136,0,0,63,31,15,0,0,0,52,36,36,36,36,36,21,570,-1,None,-1,None,25,10005,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3040500,Knight's Flame Art Greatsword,500,136,0,136,0,0,63,9,13,0,33,0,52,36,36,36,36,36,21,570,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3040600,Knight's Lightning Greatsword,600,136,0,0,136,0,63,15,31,0,0,0,52,36,36,36,36,36,21,570,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3040700,Knight's Sacred Greatsword,700,136,0,0,0,136,63,9,13,0,33,0,52,36,36,36,36,36,21,570,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3040800,Knight's Magic Greatsword,800,136,136,0,0,0,63,9,13,34,0,0,52,36,36,36,36,36,21,570,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3040900,Knight's Cold Greatsword,900,136,102,0,0,0,63,29,39,34,0,0,52,36,36,36,36,36,21,570,-1,None,107600,Frost,25,10000,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3041000,Knight's Poison Greatsword,1000,136,0,0,0,0,63,31,41,0,0,30,52,36,36,36,36,36,21,570,-1,None,106100,Poison,25,10013,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3041100,Knight's Blood Greatsword,1100,136,0,0,0,0,63,31,41,0,0,30,52,36,36,36,36,36,21,570,105100,Blood,-1,None,25,10013,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3041200,Knight's Occult Greatsword,1200,136,0,0,0,0,63,13,17,0,0,65,52,36,36,36,36,36,21,570,-1,None,-1,None,25,10013,Greatsword,Standard/Pierce,10,100,16,12,0,0,0,Yes,5.5,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor."
3050000,Flamberge,0,129,0,0,0,0,59,27,60,0,0,0,50,35,35,35,35,35,20,540,6402,Blood,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3050100,Heavy Flamberge,100,125,0,0,0,0,59,49,0,0,0,0,50,35,35,35,35,35,20,540,6402,Blood,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3050200,Keen Flamberge,5000,125,0,0,0,0,59,8,65,0,0,0,50,35,35,35,35,35,20,540,6402,Blood,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3050300,Quality Flamberge,300,125,0,0,0,0,59,56,56,0,0,0,50,35,35,35,35,35,20,540,6402,Blood,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3050400,Fire Flamberge,400,125,0,125,0,0,59,36,17,0,0,0,50,35,35,35,35,35,20,540,6402,Blood,-1,None,25,10005,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3050500,Flame Art Flamberge,500,125,0,125,0,0,59,8,18,0,36,0,50,35,35,35,35,35,20,540,6402,Blood,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3050600,Lightning Flamberge,600,125,0,0,125,0,59,17,36,0,0,0,50,35,35,35,35,35,20,540,6402,Blood,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3050700,Sacred Flamberge,700,125,0,0,0,125,59,8,18,0,36,0,50,35,35,35,35,35,20,540,6402,Blood,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3050800,Magic Flamberge,800,125,125,0,0,0,59,8,18,40,0,0,50,35,35,35,35,35,20,540,6402,Blood,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3050900,Cold Flamberge,900,125,94,0,0,0,59,24,54,39,0,0,50,35,35,35,35,35,20,540,6401,Blood,107600,Frost,25,10000,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3051000,Poison Flamberge,1000,125,0,0,0,0,59,25,57,0,0,30,50,35,35,35,35,35,20,540,6401,Blood,106100,Poison,25,10013,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3051100,Blood Flamberge,1100,125,0,0,0,0,59,25,57,0,0,30,50,35,35,35,35,35,20,540,105150,Blood,-1,None,25,10013,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3051200,Occult Flamberge,1200,125,0,0,0,0,59,10,24,0,0,73,50,35,35,35,35,35,20,540,6401,Blood,-1,None,25,10013,Greatsword,Standard/Pierce,10,100,15,14,0,0,0,Yes,5.5,"Greatsword featuring a flame-like undulation. Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself."
3060000,Ordovis's Greatsword,2200,107,0,0,0,69,67,79,10,0,35,0,52,37,37,37,50,39,22,680,-1,None,-1,None,10,10000,Greatsword,Standard/Pierce,12,100,25,13,0,15,0,No,5.5,"Greatsword of Ordovis, one of the two honored as foremost among the Crucible Knights. This sword is imbued with an ancient holy essence. Its red tint exemplifies the nature of primordial gold, said to be close in nature to life itself."
3070000,Alabaster Lord's Sword,2200,128,38,0,0,0,63,58,20,30,0,0,41,33,27,27,27,33,19,480,-1,None,-1,None,10,10000,Greatsword,Standard/Pierce,8,100,16,12,18,0,0,No,5.5,"Greatsword forged from a blue-white meteoric ore. The blade conceals gravity-manipulating magic. A weapon unique to the Alabaster Lords, a race of ancients with skin of stone who were said to have risen to life when a meteor struck long ago."
3080000,Banished Knight's Greatsword,0,142,0,0,0,0,66,44,36,0,0,0,52,36,36,36,36,36,21,580,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3080100,Banished Knight's Heavy Greatsword,100,137,0,0,0,0,66,47,0,0,0,0,52,36,36,36,36,36,21,580,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3080200,Banished Knight's Keen Greatsword,200,137,0,0,0,0,66,16,41,0,0,0,52,36,36,36,36,36,21,580,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3080300,Banished Knight's Quality Greatsword,300,137,0,0,0,0,66,54,54,0,0,0,52,36,36,36,36,36,21,580,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3080400,Banished Knight's Fire Greatsword,400,137,0,137,0,0,66,33,16,0,0,0,52,36,36,36,36,36,21,580,-1,None,-1,None,25,10005,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3080500,Banished Knight's Flame Art Greatsword,500,137,0,137,0,0,66,13,10,0,35,0,52,36,36,36,36,36,21,580,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3080600,Banished Knight's Lightning Greatsword,600,137,0,0,137,0,66,16,33,0,0,0,52,36,36,36,36,36,21,580,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3080700,Banished Knight's Sacred Greatsword,700,137,0,0,0,137,66,13,10,0,35,0,52,36,36,36,36,36,21,580,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3080800,Banished Knight's Magic Greatsword,800,137,137,0,0,0,66,13,10,36,0,0,52,36,36,36,36,36,21,580,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3080900,Banished Knight's Cold Greatsword,900,137,103,0,0,0,66,39,32,36,0,0,52,36,36,36,36,36,21,580,-1,None,107600,Frost,25,10000,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3081000,Banished Knight's Poison Greatsword,1000,137,0,0,0,0,66,41,34,0,0,30,52,36,36,36,36,36,21,580,-1,None,106100,Poison,25,10013,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3081100,Banished Knight's Blood Greatsword,1100,137,0,0,0,0,66,41,34,0,0,30,52,36,36,36,36,36,21,580,105100,Blood,-1,None,25,10013,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3081200,Banished Knight's Occult Greatsword,1200,137,0,0,0,0,66,17,14,0,0,68,52,36,36,36,36,36,21,580,-1,None,-1,None,25,10013,Greatsword,Standard/Pierce,10,100,17,9,0,0,0,Yes,5.5,"A finely-crafted greatsword intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company."
3090000,Dark Moon Greatsword,2200,82,98,0,0,0,63,25,25,70,0,0,42,63,31,31,31,36,21,570,-1,None,6700,Frost,10,10000,Greatsword,Standard/Pierce,10,100,16,11,38,0,0,No,5.5,"A Moon Greatsword, bestowed by a Carian queen upon her spouse to honor long-standing tradition. One of the legendary armaments. Ranni's sigil is a full moon, cold and leaden, and this sword is but a beam of its light."
3100000,Sacred Relic Sword,2200,118,0,0,0,76,56,15,56,0,36,0,47,33,33,33,45,35,20,660,-1,None,-1,None,10,10000,Greatsword,Standard/Pierce,11,110,14,24,0,22,0,No,5.5,"Sword wrought from the remains of a god who should have lived a life eternal. Thoughts on what the weapon portends are many and varied. Some consider it the mark of a great sin, or a sign of great devastation. Some think it as the end of an age, while others; the beginning."
3130000,Helphen's Steeple,2200,101,101,0,0,0,66,35,10,50,0,0,49,60,33,33,33,38,22,650,-1,None,-1,None,10,10000,Greatsword,Standard/Pierce,11.5,100,19,10,22,0,0,No,5.5,"Greatsword patterned after the black steeple of the Helphen, the lampwood which guides the dead of the spirit world. The lamplight is similar to grace in appearance, only it is said that it can only be seen by those who met their death in battle."
3140000,Blasphemous Blade,2200,121,0,78,0,0,69,35,35,0,50,0,56,39,54,39,39,42,24,750,-1,None,-1,None,10,10000,Greatsword,Standard/Pierce,13.5,100,22,15,0,21,0,No,5.5,"Sacred sword of Rykard, Lord of Blasphemy. Remains of the countless heroes he has devoured writhe upon the surface of this blade. Now they share the same blood, bound together as family. Some HP is restored upon defeating an enemy."
3150000,Marais Executioner's Sword,2200,94,61,0,0,0,69,63,7,0,0,30,51,49,36,36,36,38,22,660,-1,None,-1,None,10,10100,Greatsword,Standard/Pierce,11.5,100,24,14,0,0,23,No,5.5,"Storied sword of House Marais, the family of executioners who presided over the Shaded Castle. One of the legendary armaments. Elemer of the Briar, the Bell Bearing Hunter, snatched the sword from the site of his looming execution, and furnished it with battle skills from his home of Eochaid."
3160000,Sword of Milos,2200,141,0,0,0,0,63,34,47,0,0,0,52,36,36,36,36,36,21,570,6402,Blood,-1,None,10,10000,Greatsword,Standard/Pierce,10,100,15,19,0,0,0,No,5.5,"Sinister greatsword fashioned from a giant's backbone. The spines along each side of the blade have been tapered to a fine point and mete out wounds like a lopsided saw-blade. Milos was undersized for a giant, and was viewed as sullied and terribly grotesque."
3170000,Golden Order Greatsword,2200,86,0,0,0,103,59,10,30,0,64,0,40,30,30,30,60,35,20,540,-1,None,-1,None,10,10000,Greatsword,Standard/Pierce,10,100,16,21,0,28,0,No,5.5,"Greatsword made of light, modeled after the Elden Ring itself. Forged by King Consort Radagon to proudly symbolize the tenets of the Golden Order. One of the legendary armaments. Telltale signs betray that this was once the greatsword bequeathed to him by his first wife, Rennala."
3180000,Claymore,0,138,0,0,0,0,63,49,34,0,0,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,100,16,13,0,0,0,Yes,5.5,"A large sword with a long, straight blade. This heavy sword is usually wielded with two hands, but for those with enough strength, one is sufficient. In addition to the heavy sweeping attacks, it can also make a heavy piercing thrust, making this a versatile weapon."
3180100,Heavy Claymore,100,133,0,0,0,0,63,47,0,0,0,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,100,16,13,0,0,0,Yes,5.5,"A large sword with a long, straight blade. This heavy sword is usually wielded with two hands, but for those with enough strength, one is sufficient. In addition to the heavy sweeping attacks, it can also make a heavy piercing thrust, making this a versatile weapon."
3180200,Keen Claymore,200,133,0,0,0,0,63,16,43,0,0,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,100,16,13,0,0,0,Yes,5.5,"A large sword with a long, straight blade. This heavy sword is usually wielded with two hands, but for those with enough strength, one is sufficient. In addition to the heavy sweeping attacks, it can also make a heavy piercing thrust, making this a versatile weapon."
3180300,Quality Claymore,300,133,0,0,0,0,63,54,54,0,0,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,100,16,13,0,0,0,Yes,5.5,"A large sword with a long, straight blade. This heavy sword is usually wielded with two hands, but for those with enough strength, one is sufficient. In addition to the heavy sweeping attacks, it can also make a heavy piercing thrust, making this a versatile weapon."
3180400,Fire Claymore,400,133,0,133,0,0,63,34,16,0,0,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10005,Greatsword,Standard/Pierce,9,100,16,13,0,0,0,Yes,5.5,"A large sword with a long, straight blade. This heavy sword is usually wielded with two hands, but for those with enough strength, one is sufficient. In addition to the heavy sweeping attacks, it can also make a heavy piercing thrust, making this a versatile weapon."
3180500,Flame Art Claymore,500,133,0,133,0,0,63,14,10,0,36,0,50,35,35,35,35,35,20,530,-1,None,-1,None,25,10000,Greatsword,Standard/Pierce,9,100,16,13,0,0,0,Yes,5.5,"A large sword with a long, straight blade. This heavy sword is usually wielded with two hands, but for those with enough strength, one is sufficient. In addition to the heavy sweeping attacks, it can also make a heavy piercing thrust, making this a versatile weapon."
